-0.147, 0.093, 0.913, -6.656, 1.817, 1.191
-0.142, 0.083, 0.906, -6.702, 2.214, 1.359
-0.137, 0.077, 0.901, -7.328, 2.809, 1.45
-0.136, 0.075, 0.9, -7.298, 2.458, 1.313
-0.143, 0.075, 0.901, -7.573, 1.237, 0.718
-0.148, 0.065, 0.894, -7.802, 0.168, 0.214
-0.159, 0.064, 0.915, -7.664, 0.397, 0.275
-0.168, 0.066, 0.927, -6.611, 3.221, -0.122
-0.17, 0.073, 0.932, -5.786, 4.366, 0.458
-0.18, 0.072, 0.937, -5.45, 6.351, 0.504
-0.177, 0.064, 0.932, -4.504, 4.015, 0.977
-0.186, 0.087, 0.91, -4.992, 4.229, 0.504
-0.175, 0.078, 0.896, -6.763, 2.26, 1.069
-0.175, 0.074, 0.909, -7.893, 0.779, 1.084
-0.165, 0.064, 0.906, -8.504, -0.168, 1.679
-0.174, 0.022, 0.899, -8.092, 1.71, 0.794
-0.132, 0.031, 0.896, -7.466, 2.611, 1.863
-0.127, 0.032, 0.913, -6.092, 4.0, 3.206
-0.138, 0.034, 0.912, -5.71, 2.794, 1.802
-0.197, 0.017, 0.934, -6.122, 1.45, -0.214
-0.153, 0.052, 0.921, -7.069, -1.573, 0.168
-0.164, 0.057, 0.905, -7.786, -4.427, 1.145
-0.166, 0.072, 0.907, -8.87, -8.137, -0.015
-0.16, 0.064, 0.9, -9.344, -7.466, 0.382
-0.126, 0.065, 0.887, -8.641, -3.496, 1.588
-0.152, 0.049, 0.917, -7.71, -7.16, 0.305
-0.131, 0.05, 0.897, -6.672, -6.565, 0.672
-0.137, 0.048, 0.906, -6.427, -7.023, -0.061
-0.136, 0.051, 0.911, -6.046, -6.351, -1.817
-0.155, 0.06, 0.906, -5.023, -6.061, -1.985
-0.156, 0.055, 0.924, -5.206, -5.634, -2.595
-0.155, 0.055, 0.924, -4.565, -4.947, -2.534
-0.146, 0.056, 0.92, -4.0, -6.87, -2.076
-0.143, 0.064, 0.91, -4.473, -10.84, -1.725
-0.104, 0.066, 0.91, -3.42, -12.244, -0.992
-0.136, 0.083, 0.913, -3.756, -13.008, -2.214
-0.131, 0.078, 0.891, -3.725, -11.481, -2.29
-0.138, 0.08, 0.899, -3.679, -8.733, -2.794
-0.144, 0.081, 0.902, -3.466, -7.099, -2.641
-0.144, 0.076, 0.918, -3.939, -7.74, -2.519
-0.131, 0.077, 0.892, -3.038, -6.0, -1.74
-0.146, 0.098, 0.898, -4.137, -4.183, -2.061
-0.142, 0.087, 0.888, -5.084, -5.756, -1.282
-0.143, 0.088, 0.883, -5.008, -2.809, -0.351
-0.134, 0.083, 0.883, -4.626, -1.359, 0.519
-0.133, 0.073, 0.883, -3.893, 0.84, 1.695
-0.146, 0.072, 0.905, -4.763, -0.504, 1.954
-0.133, 0.062, 0.891, -5.588, -0.901, 1.374
-0.128, 0.065, 0.879, -5.847, -0.046, 0.809
-0.143, 0.081, 0.898, -6.87, -0.992, 1.511
-0.15, 0.072, 0.892, -7.756, -1.74, 1.832
-0.144, 0.073, 0.905, -7.878, -2.412, 2.656
-0.14, 0.064, 0.885, -8.366, -0.962, 2.794
-0.134, 0.062, 0.892, -8.214, 0.626, 2.977
-0.143, 0.062, 0.9, -8.183, 1.542, 3.038
-0.145, 0.05, 0.905, -8.29, 1.496, 3.191
-0.148, 0.054, 0.904, -7.969, 0.916, 3.221
-0.142, 0.053, 0.896, -7.496, 0.855, 3.237
-0.133, 0.047, 0.905, -7.496, 1.71, 2.977
-0.128, 0.049, 0.926, -7.282, 0.321, 3.527
-0.112, 0.029, 0.902, -6.443, -0.229, 3.771
-0.117, 0.034, 0.919, -5.267, 1.313, 2.763
-0.12, 0.026, 0.92, -3.71, 1.847, 2.275
-0.125, 0.031, 0.918, -3.374, 1.832, 1.45
-0.124, 0.03, 0.918, -2.366, 1.008, 1.359
-0.13, 0.035, 0.92, -1.74, 1.42, 1.344
-0.117, 0.035, 0.93, -1.481, 1.695, 1.42
-0.111, 0.025, 0.924, -0.748, 3.069, 1.527
-0.11, 0.02, 0.917, -0.137, 4.763, 0.779
-0.111, 0.022, 0.918, 0.748, 7.511, 0.122
-0.123, 0.024, 0.943, 0.137, 7.115, -0.504
-0.116, 0.022, 0.938, -0.336, 4.168, 0.107
-0.112, 0.022, 0.93, -0.427, 3.084, -0.275
-0.098, 0.019, 0.941, -0.595, 1.359, -0.641
-0.093, 0.01, 0.925, 0.687, 1.679, -1.328
-0.09, 0.013, 0.94, 2.214, 5.267, -1.618
-0.083, -0.009, 1.011, 5.084, 11.267, -3.328
-0.032, -0.03, 1.07, 8.641, 27.588, -6.351
-0.014, -0.06, 1.211, 12.87, 37.908, -8.504
0.05, -0.032, 1.448, 19.42, 56.702, -15.237
0.025, 0.022, 1.736, 33.954, 78.763, -20.473
-0.072, 0.141, 2.175, 48.473, 105.389, -20.702
-0.18, 0.209, 2.783, 59.069, 124.382, -24.122
-0.193, 0.416, 3.404, 57.176, 140.305, -19.893
-0.19, 0.565, 3.873, 53.084, 148.275, -19.359
-0.388, 0.699, 4.0, 27.847, 145.756, -23.588
-0.982, 1.0, 4.0, -4.183, 92.733, -14.183
-1.727, 1.309, 4.0, -40.366, -17.817, 16.763
-1.987, 1.332, 4.0, -89.802, -133.863, 37.527
-2.174, 0.839, 4.0, -106.489, -253.527, 63.206
-1.918, 0.185, 4.0, -97.481, -338.366, 79.924
-1.351, -0.381, 3.804, -65.282, -372.87, 72.595
-0.858, -0.575, 2.956, -24.366, -350.992, 48.809
-0.499, -0.528, 2.168, 30.473, -295.985, 24.641
-0.429, -0.161, 1.035, 61.649, -227.802, 0.275
-0.595, 0.324, 0.289, 69.649, -157.038, -23.191
-1.211, 1.325, -0.059, 58.962, -104.84, -17.603
-1.566, 1.957, -0.385, 25.847, -155.496, 9.908
-0.957, 1.699, -0.78, -27.679, -205.252, 38.84
-0.121, 0.875, -1.052, -70.84, -242.656, 53.71
0.732, -0.025, -1.486, -59.084, -196.183, 67.893
1.012, -0.338, -1.73, -39.298, -111.664, 68.977
0.791, -0.449, -1.467, -23.939, -36.504, 61.817
0.582, -0.552, -1.275, -16.305, 32.382, 45.496
0.357, -0.153, -0.964, -13.038, 82.107, 32.809
0.248, -0.293, -1.162, -48.107, 48.412, -2.626
0.1, -0.431, -0.941, -98.183, 50.626, -49.191
-0.004, -0.619, -0.805, -125.679, 12.443, -73.344
-0.088, -1.061, -0.667, -116.061, -5.252, -82.153
-0.105, -1.37, -0.481, -73.252, -3.221, -97.191
-0.516, -1.083, -0.353, -44.107, 10.031, -128.977
-0.91, -0.612, 0.099, -43.389, -12.214, -164.137
-1.282, 0.044, 0.064, -76.519, -64.321, -174.84
-0.932, -0.113, -0.107, -94.0, -95.267, -171.802
-0.559, -0.163, -0.194, -76.748, -84.351, -162.641
-0.216, -0.109, -0.259, -49.817, -62.0, -140.641
-0.069, 0.06, -0.231, -24.351, -10.931, -105.725
-0.138, 0.332, -0.055, -12.763, 6.55, -68.382
0.202, 0.107, -0.012, 1.008, 39.298, -35.939
0.278, -0.006, 0.286, 21.511, 57.298, -11.817
0.402, -0.01, 0.27, 33.206, 74.397, -5.786
0.388, 0.033, 0.254, 29.969, 70.855, -3.618
0.424, 0.027, 0.215, 8.656, 55.649, -11.863
0.547, -0.091, 0.282, -6.977, 45.969, -23.985
0.546, -0.064, 0.429, -18.809, 37.954, -35.374
0.473, 0.018, 0.482, -30.611, 29.771, -44.901
0.322, 0.115, 0.609, -33.863, 24.427, -47.969
0.221, 0.185, 0.703, -33.481, 17.069, -46.031
0.166, 0.214, 0.601, -30.504, 19.435, -34.168
0.049, 0.18, 0.627, -26.962, 18.107, -14.214
0.179, 0.041, 0.562, -23.069, 21.099, 5.084
0.224, -0.059, 0.659, -21.634, 31.542, 13.115
0.274, -0.123, 0.748, -23.481, 40.427, 9.115
0.256, -0.119, 0.782, -24.565, 50.931, 6.092
0.238, -0.149, 0.862, -23.542, 48.275, 7.176
0.281, -0.25, 1.008, -16.641, 50.198, 6.107
0.178, -0.235, 1.121, -6.672, 43.115, 2.198
0.134, -0.182, 1.009, -2.84, 23.008, -1.42
0.172, -0.157, 0.775, -7.191, -1.527, -3.817
0.216, -0.164, 0.786, -10.092, -7.603, -4.947
0.225, -0.157, 0.826, -10.977, -8.336, -2.626
0.21, -0.143, 0.892, -12.198, -2.763, -2.748
0.218, -0.1, 0.915, -11.511, -4.061, -3.389
0.239, -0.066, 0.885, -10.321, -5.817, -2.321
0.194, -0.067, 0.857, -9.237, -6.947, 3.237
0.187, -0.136, 0.907, -8.031, -10.107, 7.191
0.182, -0.177, 0.981, -7.45, -8.763, 8.504
0.26, -0.29, 1.032, -1.435, -0.29, 6.565
0.285, -0.294, 1.047, 7.252, 5.053, 1.42
0.273, -0.242, 0.987, 12.656, 4.275, -3.099
0.245, -0.168, 0.888, 14.366, 1.237, -5.13
0.221, -0.126, 0.831, 13.542, -4.489, -5.115
0.249, -0.088, 0.802, 9.649, -3.099, -4.901
0.217, -0.063, 0.832, 6.458, 4.916, -4.122
0.134, -0.063, 0.913, 2.901, 4.275, -3.481
0.095, -0.058, 0.946, 0.015, 1.695, -2.992
0.131, -0.092, 0.933, 1.053, 2.489, -0.107
0.179, -0.117, 0.908, 3.069, 2.947, 1.099
0.233, -0.171, 0.901, 4.229, 5.847, -0.824
0.235, -0.173, 0.905, 5.817, 7.893, -4.718
0.223, -0.148, 0.887, 8.137, 11.756, -7.679
0.153, -0.072, 0.911, 9.359, 16.305, -8.55
0.117, -0.01, 0.89, 9.542, 17.756, -6.733
0.098, 0.018, 0.901, 7.267, 16.595, -2.885
0.117, 0.0, 0.879, 5.282, 20.458, -0.504
0.117, -0.019, 0.914, 2.183, 21.695, 0.443
0.11, -0.022, 0.9, -1.42, 22.214, 0.595
0.124, -0.051, 0.939, -3.084, 22.366, 1.145
0.108, -0.039, 0.948, -4.641, 14.992, 0.809
0.133, -0.039, 0.942, -5.969, 10.458, -1.511
0.145, -0.044, 0.893, -6.718, 8.901, -3.221
0.114, -0.031, 0.91, -8.58, 9.313, -3.466
0.149, -0.061, 0.915, -10.748, 8.641, -4.947
0.111, -0.077, 0.958, -11.328, 8.412, -5.389
0.093, -0.112, 1.006, -9.145, 5.221, -4.519
0.087, -0.122, 1.021, -5.099, 2.351, -3.664
0.1, -0.108, 0.995, -1.863, 1.252, -2.824
0.092, -0.092, 0.982, 0.244, 0.382, -2.962
0.081, -0.05, 0.969, -0.168, 0.611, -2.397
0.094, -0.046, 0.962, -0.031, -1.466, -0.427
0.109, -0.049, 0.941, 0.214, -0.031, 1.466
0.113, -0.079, 0.94, 0.809, 1.908, 2.443
0.134, -0.106, 0.926, 2.107, 2.427, 2.84
0.146, -0.107, 0.915, 2.076, 3.084, 1.252
0.144, -0.097, 0.919, 1.939, 3.664, -1.115
0.114, -0.08, 0.945, 0.595, 7.267, -3.115
0.091, -0.043, 0.95, 1.008, 5.847, -2.565
0.099, -0.04, 0.946, 1.817, 5.878, -0.26
0.083, -0.036, 0.939, 1.954, 3.038, 2.015
0.096, -0.051, 0.943, 1.618, 1.13, 2.779
0.101, -0.05, 0.948, 1.817, -2.824, 2.931
0.116, -0.041, 0.917, 2.092, -1.771, 2.305
0.116, -0.014, 0.885, 0.763, -1.527, 0.519
0.101, 0.006, 0.88, -2.489, -1.71, -0.718
0.102, -0.011, 0.88, -5.435, -2.611, 0.26
0.146, -0.062, 0.9, -6.794, -0.427, 1.053
0.15, -0.09, 0.943, -6.198, 0.656, 0.855
0.147, -0.095, 0.96, -4.183, -0.718, -0.092
0.139, -0.072, 0.949, -2.779, -1.725, -1.42
0.14, -0.051, 0.915, -2.504, -2.809, -2.809
0.162, -0.024, 0.866, -3.389, -2.397, -3.863
0.164, -0.012, 0.826, -6.168, -1.573, -4.412
0.158, -0.014, 0.843, -9.71, -1.45, -2.794
0.168, -0.046, 0.865, -10.351, 1.756, -1.71
0.173, -0.071, 0.895, -11.313, 3.817, -2.672
0.157, -0.07, 0.928, -12.305, 3.863, -5.13
0.143, -0.062, 0.957, -12.275, 0.153, -6.611
0.142, -0.058, 0.942, -11.237, -0.229, -7.405
0.141, -0.05, 0.932, -9.802, -0.794, -6.336
0.121, -0.033, 0.885, -10.763, -0.595, -4.824
0.143, -0.062, 0.905, -11.328, 0.687, -3.71
0.129, -0.089, 0.944, -9.16, 0.763, -1.099
0.127, -0.09, 0.946, -7.13, 0.366, 0.779
0.144, -0.12, 0.957, -4.718, 2.076, 1.099
