0.003, 0.019, 0.966, 0.55, -13.298, 7.641
0.017, 0.032, 0.965, 0.641, -14.13, 7.344
0.021, 0.03, 0.936, 1.267, -11.252, 6.412
0.008, 0.027, 0.959, 2.947, -10.107, 8.084
0.004, 0.042, 0.958, 3.672, -11.496, 8.84
0.005, 0.037, 0.963, 3.214, -11.588, 9.405
0.009, 0.03, 0.957, 0.313, -14.962, 8.359
0.025, 0.029, 0.95, -2.832, -16.237, 6.29
0.041, 0.011, 0.949, -5.603, -19.344, 4.527
0.071, -0.001, 0.917, -5.954, -20.206, 2.023
0.078, -0.003, 0.914, -5.802, -18.779, 1.481
0.081, -0.007, 0.899, -3.634, -15.74, 2.336
0.083, 0.01, 0.893, -2.13, -12.405, 3.344
0.072, 0.015, 0.882, -0.511, -10.214, 5.26
0.081, 0.031, 0.877, 0.107, -8.634, 6.397
0.058, 0.031, 0.922, 0.076, -8.099, 7.802
0.084, -0.002, 0.918, 2.351, -6.527, 7.55
0.072, -0.009, 0.934, 1.763, -6.107, 5.832
0.087, 0.006, 0.891, -0.313, -4.931, 3.29
0.096, 0.014, 0.874, -2.122, -6.115, 1.779
0.089, 0.028, 0.873, -4.427, -6.023, 1.794
0.088, 0.033, 0.872, -5.305, -6.824, 2.962
0.096, 0.013, 0.891, -3.947, -6.595, 5.351
0.113, -0.001, 0.875, -2.603, -3.458, 6.748
0.129, -0.005, 0.882, -1.473, -0.435, 7.412
0.14, -0.006, 0.869, -1.748, 1.466, 7.0
0.135, 0.0, 0.87, -3.351, 2.344, 5.595
0.136, 0.017, 0.883, -5.366, 0.87, 6.267
0.119, 0.023, 0.871, -6.405, -1.756, 5.595
0.111, 0.033, 0.884, -7.053, -1.359, 6.015
0.106, 0.032, 0.891, -7.267, -1.802, 6.504
0.093, 0.031, 0.892, -7.282, -2.42, 6.779
0.104, 0.021, 0.903, -7.282, -2.74, 6.519
0.11, 0.011, 0.905, -6.664, -3.008, 6.916
0.121, 0.001, 0.897, -6.344, -2.649, 7.023
0.127, -0.001, 0.898, -6.191, -0.45, 6.084
0.118, -0.001, 0.91, -4.84, 1.855, 4.74
0.116, 0.013, 0.914, -4.137, 2.863, 3.733
0.096, 0.023, 0.918, -4.74, 3.733, 3.244
0.094, 0.031, 0.914, -5.771, 4.542, 4.725
0.078, 0.037, 0.924, -6.641, 3.863, 4.611
0.069, 0.036, 0.933, -7.855, 2.053, 5.664
0.084, 0.021, 0.938, -7.191, 1.809, 5.733
0.106, 0.002, 0.942, -5.16, 3.313, 6.252
0.079, 0.002, 0.966, -4.13, 2.359, 6.115
0.099, -0.018, 0.961, -1.977, 2.794, 5.389
0.111, -0.016, 0.953, -1.374, 0.962, 4.321
0.099, -0.002, 0.949, -1.496, 0.557, 3.328
0.088, 0.005, 0.954, -1.855, -0.71, 2.634
0.068, 0.009, 0.965, -2.802, -3.336, 2.664
0.084, 0.011, 0.947, -3.015, -3.924, 2.901
0.083, 0.0, 0.941, -3.511, -3.229, 2.977
0.101, -0.008, 0.944, -3.198, -1.664, 2.496
0.117, -0.018, 0.938, -2.565, -1.092, 1.87
0.119, -0.03, 0.937, -2.275, -1.282, 1.763
0.126, -0.026, 0.92, -1.748, -1.947, 1.023
0.125, -0.024, 0.93, -0.954, -2.588, 0.565
0.128, -0.026, 0.923, 0.099, -1.298, -0.046
0.114, -0.015, 0.923, 0.718, -0.42, -0.153
0.1, -0.005, 0.925, 1.145, -0.55, -0.58
0.091, -0.003, 0.958, 1.45, -0.45, -1.611
0.103, -0.012, 0.931, 2.588, 0.214, -1.115
0.097, 0.005, 0.931, 2.947, 2.13, -0.702
0.086, 0.018, 0.937, 2.977, 1.885, -0.55
0.079, 0.029, 0.927, 2.611, 0.534, 0.344
0.091, 0.031, 0.921, 1.954, 0.214, 1.206
0.106, 0.033, 0.907, 0.809, 0.183, 1.443
0.106, 0.014, 0.915, 0.046, 1.092, 1.603
0.106, 0.005, 0.941, 1.267, 0.58, 1.634
0.108, -0.001, 0.941, 1.908, 0.779, 1.412
0.098, -0.004, 0.934, 1.786, -0.198, 1.191
0.099, 0.01, 0.934, 1.099, -1.298, 0.168
0.099, 0.013, 0.933, 0.634, -1.0, -0.061
0.093, 0.021, 0.928, 1.0, -0.321, 0.206
0.096, 0.022, 0.93, 1.733, 1.038, 0.702
0.103, 0.024, 0.918, 2.863, 2.031, 1.901
0.106, 0.027, 0.915, 3.718, 4.466, 3.481
0.102, 0.022, 0.916, 4.542, 5.252, 4.893
0.103, 0.031, 0.905, 4.427, 5.504, 5.496
0.092, 0.032, 0.932, 3.153, 4.031, 5.336
0.086, 0.026, 0.929, 0.641, 1.947, 3.656
0.088, 0.036, 0.932, -1.542, 1.191, 2.092
0.082, 0.03, 0.924, -2.282, 2.389, 1.802
0.09, 0.035, 0.936, -2.145, 3.366, 2.229
0.091, 0.025, 0.939, -1.176, 3.466, 2.824
0.103, 0.02, 0.924, 0.198, 3.176, 4.076
0.106, 0.011, 0.928, 1.832, 3.802, 4.809
0.116, -0.006, 0.933, 3.893, 5.145, 4.924
0.114, -0.008, 0.931, 4.611, 5.756, 4.092
0.1, 0.002, 0.946, 3.893, 5.328, 2.374
0.092, 0.019, 0.957, 2.382, 3.771, 0.855
0.077, 0.038, 0.936, 1.008, 2.374, 0.351
0.085, 0.037, 0.927, -0.084, 0.748, 0.298
0.082, 0.041, 0.937, -0.931, 1.672, 0.863
0.093, 0.042, 0.933, -1.198, 2.55, 1.496
0.102, 0.027, 0.93, -0.771, 2.908, 2.252
0.1, 0.035, 0.943, 0.282, 3.626, 2.565
0.101, 0.025, 0.947, 0.809, 4.145, 1.626
0.094, 0.039, 0.939, -0.069, 4.038, 1.137
0.109, 0.034, 0.938, -0.641, 2.725, 1.344
0.103, 0.046, 0.961, -1.832, 1.756, 1.565
0.106, 0.034, 0.953, -2.573, 0.145, 2.817
0.107, 0.029, 0.964, -2.443, -1.221, 2.908
0.13, 0.023, 0.961, -2.389, -0.626, 2.954
0.14, 0.016, 0.969, -2.031, -0.435, 2.794
0.156, 0.025, 0.957, -1.733, -0.198, 2.504
0.153, 0.042, 0.951, -2.328, 0.985, 1.954
0.166, 0.051, 0.957, -3.038, 0.13, 3.832
0.158, 0.051, 0.951, -2.282, -1.664, 5.985
0.165, 0.056, 0.951, -2.359, -1.916, 8.107
0.173, 0.056, 0.966, -3.939, -4.16, 9.992
0.219, 0.046, 0.961, -5.718, -6.664, 12.023
0.265, 0.009, 0.967, -7.214, -7.435, 12.0
0.292, -0.056, 0.998, -5.779, -10.458, 12.092
0.314, -0.07, 0.962, -4.16, -11.664, 10.939
0.329, -0.052, 0.95, -5.412, -9.496, 8.305
0.333, -0.05, 0.939, -6.252, -8.42, 5.481
0.307, -0.019, 0.947, -9.412, -8.832, 3.519
0.291, 0.005, 0.973, -12.87, -11.382, 1.412
0.259, 0.029, 0.994, -16.588, -11.855, -0.435
0.264, 0.033, 0.993, -20.511, -13.618, -1.885
0.254, 0.037, 1.009, -23.244, -16.908, -1.595
0.284, 0.042, 0.971, -28.443, -23.382, -1.344
0.318, 0.005, 0.912, -30.481, -28.855, -1.565
0.336, -0.056, 0.965, -30.695, -31.496, -1.405
0.361, -0.098, 0.971, -27.733, -31.817, -1.603
0.361, -0.108, 0.974, -23.893, -29.695, -4.374
0.362, -0.12, 1.013, -19.069, -26.389, -5.374
0.354, -0.095, 0.982, -11.122, -21.092, -5.664
0.364, -0.067, 0.959, -3.702, -10.947, -6.847
0.303, -0.0, 0.93, 1.878, -5.145, -7.183
0.257, 0.054, 0.977, 2.885, -3.649, -6.557
0.21, 0.067, 1.017, 2.924, -6.947, -5.237
0.202, 0.074, 1.035, -0.076, -14.137, -2.092
0.235, 0.022, 1.008, -0.824, -21.481, -0.267
0.314, -0.027, 0.97, -1.618, -28.55, -0.985
0.35, -0.071, 0.939, 0.71, -28.061, -3.573
0.361, -0.096, 0.972, 5.26, -26.107, -8.969
0.339, -0.103, 0.975, 13.466, -25.809, -10.992
0.321, -0.076, 0.967, 18.092, -25.107, -12.153
0.309, -0.043, 0.938, 21.542, -18.435, -15.649
0.24, 0.039, 0.94, 22.489, -12.626, -17.634
0.153, 0.155, 0.899, 18.412, -14.863, -20.053
0.139, 0.182, 1.021, 14.55, -12.802, -14.252
0.18, 0.208, 0.942, 12.198, -16.237, -9.893
0.194, 0.215, 0.914, 1.298, -26.29, -6.389
0.31, 0.154, 0.819, -14.069, -29.344, -8.954
0.32, 0.088, 0.856, -27.824, -34.893, -15.336
0.325, -0.013, 1.038, -28.725, -44.069, -22.458
0.406, -0.127, 0.931, -25.053, -42.336, -30.45
0.375, -0.122, 0.953, -10.992, -28.511, -32.031
0.356, -0.063, 0.889, 4.473, -18.405, -28.779
0.36, 0.033, 0.833, 6.985, -9.046, -24.511
0.337, 0.086, 0.762, 1.16, -2.977, -24.405
0.315, 0.166, 0.755, -10.45, -4.198, -26.099
0.347, 0.156, 0.729, -25.931, -9.656, -26.458
0.436, 0.095, 0.599, -41.489, -9.168, -25.305
0.488, -0.009, 0.539, -45.573, -1.626, -22.344
0.423, -0.076, 0.735, -30.908, 13.053, -20.214
0.288, -0.186, 0.985, -10.153, 25.588, -20.565
0.289, -0.233, 1.101, 15.366, 39.992, -23.542
0.245, -0.139, 1.047, 28.511, 46.992, -24.16
0.2, 0.0, 0.967, 25.511, 31.824, -26.221
0.159, 0.12, 0.826, 7.603, 3.786, -24.458
0.184, 0.162, 0.811, -13.557, -18.863, -22.725
0.225, 0.116, 0.75, -27.733, -31.137, -16.557
0.281, 0.07, 0.736, -23.45, -21.87, -8.237
0.294, -0.006, 0.734, -1.908, 8.916, 0.679
0.253, -0.069, 0.804, 27.115, 37.748, 11.824
0.195, -0.123, 0.918, 54.382, 51.924, 15.313
0.09, -0.026, 0.958, 68.992, 45.366, 19.031
-0.026, 0.02, 0.984, 35.847, 9.267, 11.702
0.058, 0.089, 0.909, 21.954, 8.924, 7.481
0.062, 0.08, 0.917, 1.481, -14.855, 8.985
0.106, -0.006, 0.85, -9.031, -25.168, -1.176
0.171, -0.052, 0.792, -7.779, -11.221, -9.153
0.112, -0.06, 0.858, 3.641, 6.573, -7.412
-0.01, 0.015, 0.921, 19.031, 20.458, 6.985
-0.109, 0.065, 0.95, 29.809, 24.489, 20.015
-0.078, 0.076, 0.947, 30.695, 17.55, 32.855
-0.035, 0.001, 0.932, 19.878, -6.908, 44.198
0.059, 0.003, 0.757, 1.206, -25.214, 40.565
0.045, -0.064, 0.798, -7.008, -17.931, 33.664
0.048, -0.107, 0.861, -0.809, -3.916, 23.664
0.045, -0.141, 0.911, 17.634, 8.252, 18.336
-0.02, -0.03, 0.917, 34.595, 15.802, 22.534
-0.077, 0.06, 0.864, 42.298, 9.145, 31.885
-0.076, 0.11, 0.821, 36.618, 3.809, 36.824
-0.056, 0.085, 0.807, 25.618, -0.252, 34.519
-0.071, 0.117, 0.817, 9.504, -5.046, 25.015
-0.073, 0.102, 0.906, -7.878, -15.71, 15.794
0.016, 0.095, 0.861, -20.229, -27.779, 14.145
0.068, 0.059, 0.852, -24.977, -29.58, 15.183
0.026, 0.024, 0.901, -21.87, -38.809, 16.443
-0.022, 0.044, 0.886, -17.046, -44.489, 19.618
0.039, 0.066, 0.879, -18.084, -43.763, 18.267
0.039, 0.062, 0.884, -23.321, -36.573, 14.893
-0.042, 0.025, 0.843, -26.221, -32.832, 1.29
0.1, 0.015, 0.85, -35.718, -14.061, 3.099
-0.112, -0.08, 0.743, -37.427, -12.16, -5.84
0.066, 0.016, 0.885, -36.687, 3.489, -6.847
0.04, 0.079, 0.891, -39.244, 5.74, -9.275
0.563, 0.198, 1.209, -41.405, 46.55, -20.809
0.018, 0.153, 0.961, -30.832, 28.252, -5.305
-0.001, 0.187, 1.071, -25.718, 36.252, -2.328
0.016, 0.119, 1.103, -19.962, 35.55, 2.031
0.078, 0.032, 1.085, -8.427, 33.244, 3.313
0.073, 0.012, 1.068, 1.069, 34.985, -0.931
0.06, 0.044, 1.042, 3.626, 31.053, -4.565
0.109, 0.093, 0.951, 3.115, 25.321, -4.366
0.086, 0.148, 0.896, -6.779, 19.435, -1.206
0.043, 0.174, 0.922, -21.504, 14.137, 2.405
0.086, 0.127, 1.006, -29.046, 9.863, 4.885
0.109, 0.103, 0.976, -32.405, 4.985, 10.351
0.131, 0.01, 1.159, -22.481, 4.366, 9.198
0.148, -0.049, 1.116, -9.832, 2.214, 10.076
0.153, -0.036, 1.093, 0.137, 2.0, 10.031
0.147, 0.001, 1.039, 5.511, 2.786, 8.351
0.154, 0.042, 0.969, 3.656, 3.817, 9.603
0.135, 0.037, 0.951, -1.023, 5.374, 9.298
0.145, -0.004, 0.987, -2.481, 6.038, 7.55
0.178, -0.067, 1.008, 0.031, 6.267, 6.168
0.186, -0.076, 1.006, 4.16, 3.725, 4.206
0.192, -0.069, 0.996, 6.947, 1.55, 3.527
0.186, -0.063, 0.974, 6.534, -1.878, 1.832
0.17, -0.026, 0.967, 3.832, -4.802, 0.71
0.159, -0.002, 0.938, -1.412, -6.718, -0.099
0.169, -0.017, 0.924, -3.313, -6.092, -0.382
0.167, -0.032, 0.938, -1.282, -5.718, 0.412
0.178, -0.05, 0.92, 2.099, -5.748, 1.191
0.185, -0.037, 0.903, 4.847, -3.504, 0.855
0.195, -0.015, 0.87, 6.145, -2.397, 1.817
0.201, 0.002, 0.839, 4.435, 0.13, 2.023
0.199, 0.019, 0.835, 0.588, 1.893, 1.771
0.198, 0.018, 0.883, -4.779, 1.649, 0.863
0.187, -0.013, 0.927, -8.244, -1.84, 0.214
0.195, -0.049, 0.944, -5.122, -3.305, -0.649
0.199, -0.042, 0.929, 0.244, -2.176, -1.053
0.199, -0.019, 0.896, 2.718, -2.786, -0.786
0.198, -0.004, 0.881, 2.137, -1.382, -0.824
0.198, 0.01, 0.885, 0.756, -0.664, -0.924
0.187, 0.01, 0.892, -0.924, -1.168, -1.122
0.208, 0.011, 0.893, -1.298, -1.481, -1.084
0.206, 0.012, 0.904, -1.511, -1.611, -0.634
0.21, 0.01, 0.918, -1.779, -0.595, 0.58
0.203, 0.021, 0.93, -0.748, -2.115, 2.092
0.218, 0.021, 0.908, -0.496, -2.29, 2.992
0.219, 0.018, 0.896, -1.351, -0.916, 2.809
0.206, 0.02, 0.913, -2.053, -0.916, 2.672
0.213, 0.037, 0.893, -4.008, -2.397, 2.885
0.217, 0.039, 0.889, -4.725, -2.45, 3.847
0.22, 0.029, 0.897, -4.832, -0.962, 4.153
0.223, 0.016, 0.901, -4.695, -0.885, 3.916
0.214, 0.005, 0.895, -6.664, -2.397, 3.611
0.209, -0.016, 0.909, -7.282, -1.84, 2.336
0.2, -0.005, 0.925, -6.771, -1.344, 1.053
0.191, -0.002, 0.921, -4.176, -1.679, 0.679
0.189, 0.005, 0.915, -1.206, -0.115, 0.84
0.173, 0.013, 0.923, 1.466, 0.389, 0.328
0.179, 0.022, 0.898, 3.672, 0.473, 0.901
0.174, 0.025, 0.898, 4.992, 1.885, 1.122
0.177, 0.038, 0.899, 5.176, 2.099, 2.336
0.185, 0.05, 0.914, 2.26, 2.71, 2.382
0.187, 0.041, 0.92, -1.107, 1.374, 3.183
0.202, 0.036, 0.948, -2.466, 2.649, 3.191
0.211, 0.011, 0.967, -1.534, 1.901, 3.71
0.214, 0.008, 0.957, -0.992, 0.298, 5.191
0.231, -0.004, 0.932, -1.756, -0.336, 5.687
0.241, -0.008, 0.915, -4.618, -0.534, 4.969
0.222, -0.014, 0.924, -7.366, -2.504, 5.595
0.254, -0.03, 0.936, -9.649, -3.847, 4.55
0.259, -0.044, 0.943, -8.183, -3.038, 3.229
0.256, -0.045, 0.945, -4.763, -1.954, 1.87
0.253, -0.043, 0.945, -1.153, -1.527, 1.046
0.248, -0.02, 0.908, 0.931, -1.527, 0.382
0.247, -0.0, 0.885, 1.45, 0.092, -0.534
0.223, 0.031, 0.858, -0.145, 2.023, -0.015
0.221, 0.033, 0.863, -4.298, 1.611, 0.366
0.22, 0.033, 0.885, -7.061, 1.855, 0.641
0.212, 0.013, 0.921, -7.344, 1.198, 0.0
0.212, 0.008, 0.947, -7.382, -0.542, -0.458
0.201, -0.009, 0.954, -5.557, -0.397, -0.954
0.196, -0.002, 0.949, -3.725, 0.031, -1.626
0.18, 0.025, 0.938, -2.237, -0.809, -2.115
0.174, 0.026, 0.937, -1.847, -1.695, -2.351
0.174, 0.039, 0.937, -0.435, -1.756, -2.351
0.167, 0.034, 0.933, 2.008, -0.557, -1.435
0.173, 0.042, 0.94, 4.603, 0.008, 0.672
0.185, 0.055, 0.936, 4.71, 0.061, 2.397
0.189, 0.048, 0.934, 3.603, 0.061, 3.641
0.211, 0.045, 0.929, 1.405, -1.336, 5.099
0.215, 0.031, 0.925, -2.656, -3.122, 5.252
0.228, 0.01, 0.909, -5.29, -3.198, 5.344
0.233, -0.014, 0.915, -5.74, -3.786, 6.389
0.243, -0.012, 0.908, -6.565, -3.038, 6.55
0.257, -0.031, 0.911, -6.916, -2.389, 6.29
0.266, -0.046, 0.913, -6.794, -1.473, 5.595
0.262, -0.051, 0.926, -6.962, -1.695, 4.397
0.265, -0.057, 0.918, -5.656, -1.115, 3.282
0.25, -0.047, 0.902, -4.198, -1.115, 2.198
0.239, -0.02, 0.903, -4.206, -1.534, 0.603
0.234, -0.018, 0.897, -4.427, -0.336, -0.336
0.233, 0.004, 0.897, -4.954, 0.511, -1.321
0.231, -0.007, 0.914, -4.504, 0.847, -1.023
0.215, -0.014, 0.927, -3.336, 1.198, -1.382
0.214, -0.017, 0.922, -1.443, 0.84, -1.084
0.219, -0.001, 0.916, -0.481, 0.832, -2.046
0.206, 0.031, 0.895, -1.069, 0.427, -2.092
0.211, 0.038, 0.901, -2.878, 0.076, -1.603
0.216, 0.039, 0.91, -3.962, 0.519, -0.573
0.22, 0.029, 0.92, -3.985, -0.099, 0.656
0.227, 0.015, 0.933, -2.595, 0.489, 1.053
0.223, 0.014, 0.946, -1.023, -0.244, 1.588
0.211, 0.024, 0.934, -0.809, -0.947, 2.435
0.222, 0.021, 0.931, -1.252, -1.382, 2.809
0.224, 0.02, 0.907, -2.802, -0.977, 2.939
0.224, 0.019, 0.913, -4.87, -1.282, 3.061
0.22, 0.014, 0.926, -5.198, -2.183, 3.595
0.221, -0.0, 0.93, -4.55, -3.137, 4.504
0.233, -0.006, 0.934, -3.695, -3.924, 4.504
0.229, -0.013, 0.93, -3.473, -3.756, 4.183
0.232, -0.015, 0.91, -4.031, -3.229, 3.344
0.234, -0.026, 0.891, -4.137, -2.565, 2.458
0.229, -0.023, 0.908, -3.794, -2.626, 1.885
0.238, -0.018, 0.907, -3.458, -2.962, 1.786
0.235, -0.007, 0.914, -2.763, -3.107, 1.74
0.24, -0.013, 0.915, -1.252, -2.321, 1.153
0.24, -0.001, 0.897, -0.183, -1.046, 1.389
0.235, 0.015, 0.882, -0.443, 0.053, 1.611
0.227, 0.021, 0.88, -2.611, -0.695, 2.718
0.222, 0.009, 0.879, -5.0, -0.611, 2.634
0.23, -0.007, 0.9, -6.344, -1.092, 2.504
0.219, -0.022, 0.925, -5.443, -1.382, 2.435
0.221, -0.039, 0.93, -2.687, -2.847, 2.405
0.242, -0.038, 0.919, -0.374, -2.069, 1.893
0.237, -0.035, 0.907, 0.26, -0.718, 0.893
0.229, -0.009, 0.88, -1.557, -0.305, -0.344
0.229, -0.009, 0.878, -2.321, 1.298, -0.832
0.227, 0.007, 0.884, -2.481, 1.748, -0.237
0.225, 0.012, 0.899, -3.397, 2.122, 0.328
0.233, -0.005, 0.919, -2.397, 2.031, 1.687
0.227, -0.012, 0.915, -1.603, 1.626, 2.046
0.229, -0.019, 0.918, -2.13, -0.435, 1.664
0.251, -0.031, 0.907, -1.916, 0.061, 0.779
0.244, -0.02, 0.892, -2.908, 0.939, -0.519
0.236, -0.01, 0.905, -4.969, 1.344, -1.603
0.235, -0.012, 0.918, -6.191, 0.863, -1.878
0.235, -0.008, 0.92, -5.481, -0.206, -1.794
0.237, -0.007, 0.943, -3.725, -0.573, -1.328
0.237, -0.006, 0.935, -1.198, -0.763, -0.183
0.237, 0.0, 0.924, -1.069, -1.298, 0.687
0.233, 0.005, 0.918, -1.511, -0.847, 0.809
0.24, -0.011, 0.91, -1.389, 0.29, 0.779
0.242, -0.006, 0.924, -1.504, -0.305, 0.725
0.248, -0.01, 0.923, -1.206, 0.115, 0.282
0.249, -0.014, 0.909, -0.084, 0.87, 0.137
0.245, -0.005, 0.909, 0.45, 1.435, 0.031
0.24, 0.009, 0.92, -0.229, 1.74, 0.107
0.232, 0.017, 0.905, -1.779, 1.71, 0.321
0.226, 0.008, 0.917, -3.672, 0.214, 0.687
0.225, 0.004, 0.934, -4.557, -1.16, 0.534
0.235, -0.003, 0.93, -2.908, -1.076, 0.855
0.236, 0.0, 0.931, -0.939, -0.687, 0.855
0.236, 0.009, 0.919, -0.962, -0.603, 0.924
0.23, 0.015, 0.899, -1.366, -0.557, 1.466
0.233, 0.011, 0.898, -2.534, -0.489, 1.824
0.237, -0.003, 0.906, -2.641, -0.908, 2.565
0.238, -0.009, 0.915, -2.427, 0.023, 2.298
0.236, -0.003, 0.916, -2.092, -0.267, 1.802
0.233, 0.002, 0.924, -2.458, -1.183, 1.252
0.233, 0.004, 0.915, -2.939, -1.366, 1.038
0.225, 0.002, 0.911, -1.939, -0.053, 0.809
0.223, -0.006, 0.885, -1.092, -0.229, 2.466
0.229, 0.005, 0.878, -1.321, -0.214, 3.252
0.229, 0.002, 0.885, -2.298, 0.641, 2.985
0.232, -0.003, 0.888, -3.122, 1.099, 2.29
0.236, -0.011, 0.906, -2.977, 1.26, 2.16
0.242, -0.006, 0.88, -2.344, 2.298, 1.603
0.267, 0.002, 0.877, -3.26, 4.183, 0.076
0.23, -0.005, 0.892, -3.359, 2.229, 1.84
0.239, -0.006, 0.893, -4.313, 2.366, 1.947
0.235, -0.007, 0.894, -4.565, 2.626, 2.756
0.235, -0.015, 0.912, -4.664, 1.947, 2.977
0.24, -0.025, 0.926, -5.26, 1.153, 2.275
0.235, -0.036, 0.941, -4.427, 0.786, 1.359
0.243, -0.04, 0.944, -3.26, -0.351, 0.634
0.251, -0.039, 0.92, -1.893, 0.176, 0.473
0.23, -0.02, 0.922, -1.756, -0.351, 0.282
0.229, -0.013, 0.914, -2.252, -0.473, -0.023
0.235, -0.023, 0.924, -1.473, 0.115, 0.26
0.244, -0.021, 0.921, 0.015, 1.015, 0.023
0.246, -0.006, 0.921, 0.74, 1.786, -0.298
0.234, 0.001, 0.939, -0.053, 2.076, -0.771
0.224, 0.015, 0.928, -1.389, 0.786, -0.832
0.234, 0.005, 0.921, -0.58, 0.695, 0.458
0.228, 0.011, 0.922, -0.962, 1.16, 0.969
0.229, 0.003, 0.914, -1.252, 0.702, 1.42
0.24, 0.0, 0.92, -2.534, 0.321, 1.198
0.243, 0.003, 0.926, -3.397, 0.573, 0.702
0.236, -0.003, 0.947, -4.527, -0.168, 0.504
0.237, -0.012, 0.956, -3.756, -0.405, 0.42
0.236, -0.012, 0.958, -1.595, -0.313, -0.015
0.244, -0.01, 0.922, 0.58, 0.489, 0.969
0.227, 0.011, 0.913, 0.634, 0.504, 1.298
0.231, 0.019, 0.899, -0.656, 0.16, 1.435
0.228, 0.014, 0.91, -2.153, 0.023, 1.786
0.239, 0.01, 0.909, -3.771, -0.908, 1.58
0.237, 0.001, 0.913, -3.718, -1.008, 1.847
0.234, -0.004, 0.917, -3.405, -0.618, 1.695
0.233, -0.006, 0.921, -2.931, -1.473, 2.153
0.242, -0.013, 0.918, -2.595, -1.275, 2.115
0.242, -0.007, 0.908, -2.344, -0.435, 1.221
0.239, -0.005, 0.897, -2.366, -0.374, 0.702
0.24, -0.0, 0.897, -2.504, 0.198, 0.252
0.237, -0.003, 0.91, -2.092, 0.099, 0.924
0.24, -0.006, 0.892, -1.725, -0.237, 1.244
0.243, 0.006, 0.885, -1.481, 0.55, 1.725
0.25, -0.014, 0.888, -2.099, 0.603, 1.885
0.245, -0.011, 0.901, -2.916, 0.824, 1.084
0.237, -0.019, 0.916, -3.45, 0.45, 0.221
0.233, -0.002, 0.911, -2.878, 0.374, -0.405
0.229, 0.002, 0.913, -2.115, -0.153, 0.29
0.237, -0.001, 0.919, -1.634, 0.74, 0.427
0.24, 0.001, 0.919, -0.992, 1.053, 0.672
0.235, 0.004, 0.916, -2.298, 0.069, 0.427
0.239, -0.003, 0.908, -2.55, -0.122, 0.176
0.237, -0.013, 0.909, -3.107, -0.168, -0.435
0.246, -0.022, 0.915, -1.733, 0.076, 0.099
0.242, -0.014, 0.911, -1.191, -1.031, 1.031
0.234, -0.01, 0.906, -0.527, 0.183, 1.031
0.236, -0.002, 0.906, -1.359, 0.702, 1.26
0.241, -0.013, 0.907, -2.237, 1.809, 0.565
0.24, -0.025, 0.915, -2.427, 2.031, -0.115
0.241, -0.031, 0.94, -2.107, 0.84, 0.076
0.248, -0.021, 0.934, -1.328, 0.481, -0.374
0.246, -0.025, 0.926, -0.26, 0.588, 0.092
0.245, -0.013, 0.915, 0.374, 0.015, 0.519
0.239, -0.006, 0.904, 0.191, 0.321, 0.626
0.247, -0.013, 0.903, -0.641, 1.046, 0.527
